2010/11/22	30.365	31.229	36.281	40.476	64.705	76.815	66.084	57.948	51.521	46.394	42.374	42.367	41.068	39.128	38.325	1	2.803
2010/11/23	28.969	29.667	30.475	34.453	38.174	58.749	69.98	61.444	54.728	49.266	44.81	41.257	41.337	40.203	38.451	-1	-1.961
2010/11/24	18.26	23.615	25.865	27.421	31.214	34.855	52.965	63.515	56.646	51.081	46.447	42.598	39.488	39.688	38.74	-1	-2.337
2010/11/25	19.854	19.057	22.361	24.362	25.908	29.321	32.712	48.826	58.663	52.967	48.242	44.231	40.848	38.085	38.366	1	6.61
2010/11/26	52.636	36.245	30.25	29.93	30.017	30.363	32.652	35.203	49.249	58.061	52.937	48.608	44.878	41.69	39.055	1	9.905
2010/11/29	37.837	45.236	36.776	32.147	31.511	31.32	31.43	33.3	35.495	48.108	56.222	51.679	47.78	44.375	41.433	1	8.375
2010/11/30	21.697	29.767	37.39	33.006	30.057	29.875	29.945	30.214	32.011	34.116	45.707	53.345	49.372	45.917	42.863	1	1.419
2010/12/01	40.308	31.003	33.281	38.119	34.466	31.765	31.366	31.241	31.335	32.84	34.679	45.257	52.342	48.725	45.543	1	2.641
2010/12/02	46.767	43.537	36.257	36.652	39.849	36.516	33.908	33.291	32.966	32.879	34.106	35.686	45.373	51.944	48.594	1	7.08
2010/12/03	25.434	36.1	37.503	33.551	34.409	37.446	34.933	32.849	32.418	32.213	32.202	33.384	34.897	43.949	50.177	1	10.663
2010/12/06	29.398	27.416	33.866	35.477	32.721	33.574	36.297	34.241	32.466	32.116	31.957	31.968	33.077	34.505	42.979	1	8.999
2010/12/07	25.122	27.26	26.651	31.68	33.406	31.454	32.366	34.9	33.228	31.731	31.48	31.387	31.441	32.509	33.879	1	2.566
2010/12/08	15.794	20.458	23.438	23.937	28.503	30.471	29.217	30.295	32.777	31.485	30.282	30.173	30.188	30.324	31.395	-1	-1.939
2010/12/09	20.958	18.376	20.625	22.818	23.341	27.246	29.112	28.185	29.257	31.595	30.528	29.505	29.464	29.528	29.699	-1	-1.131
2010/12/10	21.272	21.115	19.341	20.787	22.509	22.996	26.392	28.132	27.417	28.459	30.657	29.756	28.872	28.879	28.978	-1	-1.918
2010/12/13	12.714	16.993	18.315	17.684	19.172	20.876	21.527	24.682	26.419	25.946	27.027	29.161	28.445	27.718	27.801	1	4.969
2010/12/14	25.722	19.218	19.903	20.167	19.292	20.264	21.569	22.052	24.798	26.349	25.926	26.919	28.897	28.251	27.585	1	0.896
2010/12/15	10.121	17.921	16.186	17.457	18.157	17.764	18.815	20.138	20.726	23.33	24.874	24.609	25.626	27.556	27.042	1	8.164
2010/12/16	12.944	11.533	16.262	15.375	16.555	17.288	17.075	18.081	19.338	19.948	22.386	23.879	23.712	24.721	26.582	1	8.855
2010/12/17	18.661	15.802	13.909	16.862	16.032	16.906	17.485	17.273	18.145	19.271	19.831	22.076	23.478	23.351	24.317	1	11.677
2010/12/20	19.665	19.163	17.09	15.348	17.423	16.638	17.3	17.757	17.539	18.297	19.306	19.817	21.89	23.206	23.105	1	5.639
2010/12/21	16.441	18.053	18.256	16.928	15.566	17.259	16.61	17.192	17.611	17.429	18.129	19.068	19.557	21.501	22.755	1	2.239
2010/12/22	10.076	13.259	15.394	16.211	15.557	14.651	16.233	15.793	16.402	16.857	16.761	17.458	18.376	18.88	20.739	-1	-0.497
2010/12/23	13.668	11.872	13.395	14.962	15.702	15.243	14.511	15.912	15.557	16.128	16.567	16.503	17.166	18.04	18.533	1	3.965
2010/12/24	44.743	29.205	22.829	21.232	20.919	20.542	19.457	18.29	19.116	18.476	18.73	18.915	18.675	19.136	19.82	-1	-2.29
2010/12/27	18.307	31.525	25.573	21.698	20.647	20.483	20.223	19.313	18.292	19.035	18.46	18.694	18.869	18.649	19.081	-1	-2.341
2010/12/29	22.694	20.5	28.581	24.853	21.898	20.988	20.799	20.532	19.689	18.732	19.367	18.813	19.002	19.142	18.919	-1	-10.766
2010/12/30	14.993	18.844	18.665	25.184	22.881	20.747	20.132	20.073	19.916	19.219	18.392	19.003	18.519	18.716	18.865	-1	-5.702
2010/12/31	15.236	15.115	17.641	17.808	23.195	21.607	19.96	19.52	19.536	19.448	18.857	18.129	18.713	18.285	18.484	-1	-0.925
2011/01/04	23.076	19.156	17.768	19	18.861	23.175	21.817	20.349	19.915	19.89	19.778	19.209	18.51	19.025	18.604	1	7.711
2011/01/05	23.115	23.096	20.476	19.105	19.823	19.57	23.166	21.979	20.656	20.235	20.183	20.056	19.509	18.839	19.297	1	9.976
2011/01/06	20.105	21.61	22.099	20.383	19.305	19.87	19.647	22.784	21.771	20.601	20.223	20.177	20.06	19.552	18.923	1	7.064
2011/01/07	21.868	20.986	21.696	22.041	20.68	19.732	20.155	19.924	22.682	21.781	20.716	20.36	20.307	20.189	19.706	1	3.159
2011/01/10	7.7	14.784	16.558	18.197	19.173	18.517	18.013	18.598	18.566	21.184	20.5	19.632	19.386	19.406	19.357	-1	-4.03
2011/01/11	10.05	8.875	13.206	14.931	16.568	17.652	17.307	17.018	17.649	17.714	20.172	19.63	18.895	18.719	18.782	-1	-7.934
2011/01/12	6.298	8.174	8.016	11.479	13.204	14.856	16.03	15.931	15.827	16.514	16.677	19.015	18.604	17.995	17.891	-1	-6.636
2011/01/13	4.226	5.262	6.858	7.069	10.028	11.708	13.337	14.555	14.63	14.667	15.396	15.639	17.878	17.577	17.077	-1	-2.637
2011/01/14	3.354	3.79	4.626	5.982	6.326	8.916	10.514	12.09	13.31	13.503	13.638	14.393	14.694	16.84	16.629	-1	-5.661
2011/01/17	7.844	5.599	5.141	5.431	6.354	6.579	8.763	10.181	11.618	12.764	12.988	13.155	13.889	14.205	16.241	-1	-12.264
2011/01/18	6.823	7.333	6.007	5.562	5.709	6.432	6.614	8.52	9.808	11.138	12.224	12.475	12.668	13.384	13.713	-1	-7.028
2011/01/19	16.42	11.622	10.362	8.61	7.733	7.494	7.859	7.839	9.398	10.469	11.618	12.573	12.778	12.936	13.587	-1	-0.658
2011/01/20	6.41	11.415	9.884	9.374	8.17	7.513	7.339	7.678	7.681	9.099	10.1	11.184	12.099	12.323	12.501	-1	-0.634
2011/01/21	5.265	5.838	9.365	8.729	8.552	7.686	7.192	7.08	7.41	7.439	8.751	9.697	10.729	11.611	11.853	-1	-6.232
2011/01/24	5.386	5.326	5.687	8.37	8.061	8.025	7.357	6.966	6.892	7.208	7.252	8.47	9.365	10.347	11.196	-1	-9.741
2011/01/25	9.757	7.571	6.803	6.705	8.648	8.344	8.272	7.657	7.276	7.178	7.439	7.461	8.569	9.393	10.308	-1	-4.837
2011/01/26	9.662	9.71	8.268	7.517	7.296	8.817	8.532	8.446	7.88	7.515	7.404	7.625	7.63	8.647	9.411	-1	-0.059
2011/01/27	3.263	6.463	7.561	7.017	6.667	6.624	8.023	7.873	7.87	7.418	7.128	7.059	7.289	7.318	8.288	1	3.762
2011/01/28	6.418	4.84	6.448	7.275	6.897	6.625	6.594	7.823	7.712	7.725	7.327	7.069	7.01	7.227	7.258	1	4.227
2011/01/31	2.311	4.365	3.997	5.413	6.282	6.133	6.009	6.059	7.21	7.172	7.233	6.909	6.703	6.674	6.899	1	0.293
2011/02/01	5.487	3.899	4.739	4.37	5.428	6.15	6.041	5.944	5.995	7.038	7.018	7.087	6.8	6.616	6.595	-1	-6.667
2011/02/09	15.615	10.551	7.804	7.458	6.619	7.126	7.502	7.237	7.018	6.957	7.818	7.735	7.743	7.43	7.216	-1	-6.408
2011/02/10	8.005	11.81	9.702	7.854	7.567	6.85	7.252	7.565	7.323	7.117	7.053	7.833	7.756	7.762	7.468	-1	-3.021
2011/02/11	10.687	9.346	11.436	9.948	8.421	8.087	7.398	7.681	7.912	7.659	7.441	7.356	8.053	7.965	7.957	1	6.087
2011/02/14	12.7	11.693	10.464	11.752	10.499	9.134	8.746	8.061	8.239	8.391	8.117	7.88	7.767	8.385	8.281	1	9.481
2011/02/15	11.698	12.199	11.695	10.773	11.741	10.699	9.5	9.115	8.465	8.585	8.691	8.416	8.173	8.047	8.606	1	8.209
2011/02/16	14.043	12.87	12.814	12.282	11.427	12.125	11.176	10.068	9.663	9.023	9.081	9.137	8.849	8.593	8.447	1	4.007
2011/02/17	10.309	12.176	12.017	12.188	11.887	11.24	11.865	11.068	10.095	9.727	9.14	9.183	9.227	8.953	8.707	-1	-0.957
2011/02/18	5.707	8.008	10.02	10.439	10.891	10.857	10.45	11.095	10.472	9.656	9.362	8.854	8.916	8.976	8.737	1	0.055
2011/02/21	11.32	8.514	9.112	10.345	10.615	10.963	10.923	10.559	11.12	10.557	9.807	9.525	9.043	9.087	9.132	1	5.121
2011/02/23	21.972	16.646	13	12.327	12.67	12.508	12.536	12.304	11.827	12.206	11.595	10.821	10.482	9.967	9.946	1	3.215
2011/02/24	12.292	17.132	15.195	12.823	12.32	12.607	12.477	12.505	12.303	11.873	12.213	11.653	10.934	10.612	10.122	-1	-1.064
2011/02/25	7.393	9.842	13.886	13.244	11.737	11.499	11.862	11.842	11.937	11.812	11.466	11.812	11.325	10.681	10.397	-1	-2.711
2011/03/01	12.069	9.731	10.585	13.432	13.009	11.792	11.58	11.888	11.867	11.95	11.835	11.516	11.832	11.378	10.774	1	2.704
2011/03/02	17.963	15.016	12.475	12.429	14.338	13.835	12.674	12.378	12.563	12.477	12.497	12.346	12.012	12.269	11.817	1	2.245
2011/03/03	7.304	12.634	12.445	11.182	11.404	13.165	12.902	12.002	11.814	12.037	12.006	12.064	11.958	11.676	11.938	-1	-3.247
2011/03/04	5.665	6.484	10.311	10.75	10.079	10.448	12.094	11.997	11.298	11.199	11.458	11.478	11.572	11.509	11.275	-1	-5.246
2011/03/07	5.092	5.378	6.02	9.006	9.619	9.248	9.683	11.219	11.23	10.678	10.644	10.927	10.987	11.109	11.081	-1	-3.281
2011/03/08	7.628	6.36	6.128	6.422	8.73	9.287	9.016	9.426	10.82	10.87	10.4	10.393	10.674	10.747	10.877	-1	-4.079
2011/03/09	15.888	11.758	9.536	8.568	8.315	9.923	10.23	9.875	10.144	11.327	11.326	10.858	10.816	11.046	11.09	-1	-3.824
