2011/11/08	46.424	41.569	57.313	61.423	59.617	54.775	54.529	52.817	51.901	51.191	49.893	48.459	46.966	45.35	44.514	-1	-1.938
2011/11/09	37.97	42.197	40.369	52.477	56.732	56.009	52.374	52.459	51.167	50.508	49.989	48.899	47.652	46.323	44.858	-1	-2.743
2011/11/10	64.871	51.421	49.755	46.495	54.956	58.089	57.275	53.936	53.838	52.538	51.814	51.229	50.128	48.882	47.56	-1	-8.214
2011/11/11	52.487	58.679	51.776	50.438	47.693	54.544	57.289	56.677	53.775	53.703	52.533	51.87	51.326	50.296	49.122	-1	-3.91
2011/11/14	27.072	39.779	48.143	45.6	45.765	44.256	50.62	53.512	53.387	51.105	51.282	50.411	49.962	49.594	48.748	-1	-1.156
2011/11/15	37.273	32.173	38.944	45.426	43.935	44.349	43.259	48.951	51.707	51.776	49.847	50.115	49.401	49.056	48.772	1	6.25
2011/11/16	95.232	66.253	53.192	53.016	55.387	52.484	51.618	49.755	54.094	56.06	55.727	53.63	53.585	52.674	52.134	1	7.76
2011/11/17	175.271	135.251	102.592	83.712	77.467	75.368	70.025	67.075	63.702	66.211	66.897	65.689	62.987	62.277	60.847	1	4.736
2011/11/18	64.952	120.112	111.818	93.182	79.96	75.381	73.88	69.391	66.839	63.827	66.097	66.735	65.632	63.127	62.455	-1	-4.186
2011/11/21	54.546	59.749	98.256	97.5	85.455	75.724	72.405	71.463	67.742	65.61	62.983	65.134	65.797	64.84	62.555	-1	-5.293
2011/11/22	25.381	39.964	48.293	80.037	83.076	75.442	68.532	66.527	66.343	63.506	61.953	59.849	62.076	62.91	62.209	-1	-5.828
2011/11/23	22.312	23.847	34.08	41.798	68.492	72.949	67.852	62.755	61.614	61.94	59.761	58.649	56.962	59.236	60.204	-1	-4.369
2011/11/24	39.53	30.921	29.074	35.442	41.344	63.665	68.175	64.312	60.174	59.406	59.902	58.075	57.179	55.717	57.922	-1	-6.888
2011/11/25	47.009	43.27	36.284	33.558	37.756	42.288	61.286	65.529	62.39	58.858	58.279	58.828	57.224	56.452	55.136	-1	-6.452
2011/11/28	24.236	35.623	36.925	33.272	31.694	35.502	39.709	56.655	60.941	58.574	55.71	55.442	56.167	54.867	54.304	-1	-2.743
2011/11/29	25.428	24.832	32.224	34.051	31.703	30.649	34.063	37.924	53.185	57.39	55.561	53.187	53.133	53.971	52.905	1	1.693
2011/11/30	32.786	29.107	27.483	32.365	33.798	31.883	30.955	33.903	37.353	51.145	55.153	53.663	51.618	51.68	52.559	-1	-1.768
2011/12/01	38.56	35.673	32.258	30.253	33.604	34.591	32.837	31.905	34.421	37.474	50.001	53.77	52.501	50.685	50.805	1	0.496
2011/12/02	40.701	39.631	37.349	34.369	32.342	34.787	35.464	33.82	32.883	35.049	37.767	49.226	52.765	51.658	50.019	-1	-4.684
